Potential applied (V),Index,WE(1).Current (A),WE(1).Potential (V),Time (s),Current range,,ABS,ABS /Area,LOG J,,log j,Potential
0.219726563,5727,1.84E-05,0.220123291,1782.809616,10 µA,,1.84E-05,2.34E-05,-4.631304185,,-4.61391,0.2188
0.21987915,5728,1.86E-05,0.220306396,1782.962204,10 µA,,1.86E-05,2.37E-05,-4.625779922,,-4.61092,0.21895
0.220031738,5729,1.89E-05,0.220581055,1783.114792,10 µA,,1.89E-05,2.40E-05,-4.619410816,,-4.60794,0.2191
0.220184326,5730,1.90E-05,0.22088623,1783.26738,10 µA,,1.90E-05,2.42E-05,-4.61605177,,-4.60494,0.21926
0.220336914,5731,1.91E-05,0.221405029,1783.419968,10 µA,,1.91E-05,2.43E-05,-4.614659799,,-4.60196,0.21941
0.220489502,5732,1.92E-05,0.221069336,1783.572556,10 µA,,1.92E-05,2.45E-05,-4.610923612,,-4.59895,0.21956
0.22064209,5733,1.94E-05,0.221405029,1783.725144,10 µA,,1.94E-05,2.47E-05,-4.606741408,,-4.59595,0.21972
0.220794678,5734,1.94E-05,0.221496582,1783.877732,10 µA,,1.94E-05,2.47E-05,-4.607150991,,-4.59294,0.21987
0.220947266,5735,1.96E-05,0.22177124,1784.03032,10 µA,,1.96E-05,2.50E-05,-4.602193781,,-4.5899,0.22002
0.221099854,5736,2.00E-05,0.221862793,1784.182908,10 µA,,2.00E-05,2.54E-05,-4.595028479,,-4.58682,0.22018
0.221252441,5737,2.01E-05,0.22164917,1784.335496,10 µA,,2.01E-05,2.56E-05,-4.592181938,,-4.58373,0.22033
0.221405029,5738,2.02E-05,0.221862793,1784.488084,10 µA,,2.02E-05,2.58E-05,-4.589222846,,-4.58063,0.22048
0.221557617,5739,2.04E-05,0.222106934,1784.640672,10 µA,,2.04E-05,2.60E-05,-4.585048786,,-4.57759,0.22064
0.221710205,5740,2.06E-05,0.222412109,1784.79326,10 µA,,2.06E-05,2.63E-05,-4.580400429,,-4.57457,0.22079
0.221862793,5741,2.09E-05,0.222351074,1784.945848,10 µA,,2.09E-05,2.67E-05,-4.574089103,,-4.57155,0.22094
0.222015381,5742,2.10E-05,0.222747803,1785.098436,10 µA,,2.10E-05,2.68E-05,-4.572383632,,-4.56851,0.2211
0.222167969,5743,2.14E-05,0.222686768,1785.251024,10 µA,,2.14E-05,2.72E-05,-4.565441776,,-4.56551,0.22125
0.222320557,5744,2.14E-05,0.222900391,1785.403612,10 µA,,2.14E-05,2.72E-05,-4.565690016,,-4.56251,0.2214
0.222473145,5745,2.14E-05,0.222686768,1785.5562,10 µA,,2.14E-05,2.72E-05,-4.565441776,,-4.5595,0.22156
0.222625732,5746,2.13E-05,0.223022461,1785.708788,10 µA,,2.13E-05,2.72E-05,-4.566062641,,-4.55652,0.22171
0.22277832,5747,2.16E-05,0.223083496,1785.861376,10 µA,,2.16E-05,2.75E-05,-4.559893581,,-4.55354,0.22187
0.222930908,5748,2.19E-05,0.22366333,1786.013964,10 µA,,2.19E-05,2.79E-05,-4.554657386,,-4.55055,0.22202
0.223083496,5749,2.21E-05,0.22366333,1786.166552,10 µA,,2.21E-05,2.82E-05,-4.5499024,,-4.54756,0.22217
0.223236084,5750,2.22E-05,0.22366333,1786.31914,10 µA,,2.22E-05,2.82E-05,-4.549483572,,-4.54452,0.22233
0.223388672,5751,2.26E-05,0.223693848,1786.471728,10 µA,,2.26E-05,2.87E-05,-4.541484198,,-4.54136,0.22248
0.22354126,5752,2.31E-05,0.224060059,1786.624316,10 µA,,2.31E-05,2.94E-05,-4.531960578,,-4.5382,0.22263
0.223693848,5753,2.37E-05,0.224700928,1786.776904,10 µA,,2.37E-05,3.02E-05,-4.520230599,,-4.53504,0.22279
0.223846436,5754,2.41E-05,0.224182129,1786.929492,10 µA,,2.41E-05,3.07E-05,-4.513462813,,-4.53189,0.22294
0.223999023,5755,2.43E-05,0.224822998,1787.08208,10 µA,,2.43E-05,3.09E-05,-4.509354036,,-4.52874,0.22309
0.224151611,5756,2.38E-05,0.22454834,1787.234668,10 µA,,2.38E-05,3.03E-05,-4.518445214,,-4.52554,0.22325
0.224304199,5757,2.17E-05,0.224945068,1787.387256,10 µA,,2.17E-05,2.77E-05,-4.557876872,,-4.5224,0.2234
0.224456787,5758,2.16E-05,0.224914551,1787.539844,10 µA,,2.16E-05,2.76E-05,-4.559709856,,-4.51927,0.22355
0.224609375,5759,2.23E-05,0.225250244,1787.692432,10 µA,,2.23E-05,2.83E-05,-4.547454991,,-4.51616,0.22371
0.224761963,5760,2.28E-05,0.22467041,1787.84502,10 µA,,2.28E-05,2.90E-05,-4.537975673,,-4.51314,0.22386
0.224914551,5761,2.33E-05,0.225280762,1787.997608,10 µA,,2.33E-05,2.97E-05,-4.527162327,,-4.51029,0.22401
0.225067139,5762,2.35E-05,0.225738525,1788.150196,10 µA,,2.35E-05,3.00E-05,-4.523429113,,-4.50747,0.22417
0.225219727,5763,2.39E-05,0.225494385,1788.302784,10 µA,,2.39E-05,3.05E-05,-4.515836164,,-4.50478,0.22432
0.225372314,5764,2.41E-05,0.225830078,1788.455372,10 µA,,2.41E-05,3.06E-05,-4.513738119,,-4.50217,0.22447
0.225524902,5765,2.43E-05,0.225494385,1788.60796,10 µA,,2.43E-05,3.10E-05,-4.508754671,,-4.49965,0.22463
0.22567749,5766,2.46E-05,0.226257324,1788.760548,10 µA,,2.46E-05,3.13E-05,-4.504797889,,-4.49712,0.22478
0.225830078,5767,2.47E-05,0.226348877,1788.913136,10 µA,,2.47E-05,3.14E-05,-4.502537615,,-4.4946,0.22493
0.225982666,5768,2.49E-05,0.225921631,1789.065724,10 µA,,2.49E-05,3.17E-05,-4.499062599,,-4.49204,0.22509
0.226135254,5769,2.52E-05,0.226715088,1789.218312,10 µA,,2.52E-05,3.21E-05,-4.494138513,,-4.48958,0.22524
0.226287842,5770,2.53E-05,0.227081299,1789.3709,10 µA,,2.53E-05,3.22E-05,-4.492090074,,-4.48709,0.22539
0.22644043,5771,2.55E-05,0.227050781,1789.523488,10 µA,,2.55E-05,3.25E-05,-4.487762474,,-4.48452,0.22555
0.226593018,5772,2.58E-05,0.227233887,1789.676076,10 µA,,2.58E-05,3.29E-05,-4.483374842,,-4.48185,0.2257
0.226745605,5773,2.63E-05,0.227325439,1789.828664,10 µA,,2.63E-05,3.35E-05,-4.475234126,,-4.47906,0.22585
0.226898193,5774,2.68E-05,0.227630615,1789.981252,10 µA,,2.68E-05,3.41E-05,-4.467589746,,-4.47618,0.22601
0.227050781,5775,2.71E-05,0.227813721,1790.13384,10 µA,,2.71E-05,3.45E-05,-4.462763108,,-4.47337,0.22616
0.227203369,5776,2.70E-05,0.228027344,1790.286428,10 µA,,2.70E-05,3.44E-05,-4.463106094,,-4.4706,0.22632
0.227355957,5777,2.73E-05,0.227966309,1790.439016,10 µA,,2.73E-05,3.47E-05,-4.459688357,,-4.46785,0.22647
0.227508545,5778,2.74E-05,0.228149414,1790.591604,10 µA,,2.74E-05,3.49E-05,-4.457118417,,-4.46509,0.22662
0.227661133,5779,2.77E-05,0.228057861,1790.744192,10 µA,,2.77E-05,3.53E-05,-4.452167084,,-4.46236,0.22678
0.227813721,5780,2.82E-05,0.228515625,1790.89678,10 µA,,2.82E-05,3.59E-05,-4.444726863,,-4.45969,0.22693
0.227966309,5781,2.85E-05,0.228210449,1791.049368,10 µA,,2.85E-05,3.63E-05,-4.440053467,,-4.45703,0.22708
0.228118896,5782,2.87E-05,0.22869873,1791.201956,10 µA,,2.87E-05,3.66E-05,-4.436673366,,-4.45437,0.22724
0.228271484,5783,2.90E-05,0.228912354,1791.354544,10 µA,,2.90E-05,3.69E-05,-4.433090589,,-4.45173,0.22739
0.228424072,5784,2.92E-05,0.229034424,1791.507132,10 µA,,2.92E-05,3.72E-05,-4.42971865,,-4.44908,0.22754
0.22857666,5785,2.96E-05,0.229003906,1791.65972,10 µA,,2.96E-05,3.77E-05,-4.423723312,,-4.44644,0.2277
0.228729248,5786,2.99E-05,0.229034424,1791.812308,10 µA,,2.99E-05,3.81E-05,-4.419092218,,-4.44382,0.22785
0.228881836,5787,3.00E-05,0.229492188,1791.964896,10 µA,,3.00E-05,3.82E-05,-4.417632998,,-4.44125,0.228
0.229034424,5788,3.02E-05,0.229614258,1792.117484,10 µA,,3.02E-05,3.85E-05,-4.415036246,,-4.43869,0.22816
0.229187012,5789,3.05E-05,0.229888916,1792.270072,10 µA,,3.05E-05,3.88E-05,-4.410843929,,-4.43616,0.22831
0.2293396,5790,3.09E-05,0.229980469,1792.42266,10 µA,,3.09E-05,3.93E-05,-4.405530996,,-4.43365,0.22846
0.229492188,5791,3.09E-05,0.230072021,1792.575248,10 µA,,3.09E-05,3.93E-05,-4.40518768,,-4.43118,0.22862
0.229644775,5792,3.10E-05,0.230407715,1792.727836,10 µA,,3.10E-05,3.94E-05,-4.404073774,,-4.42875,0.22877
0.229797363,5793,3.12E-05,0.230682373,1792.880424,10 µA,,3.12E-05,3.97E-05,-4.400918976,,-4.42627,0.22892
0.229949951,5794,3.17E-05,0.230651855,1793.033012,10 µA,,3.17E-05,4.04E-05,-4.393715323,,-4.42382,0.22908
0.230102539,5795,3.22E-05,0.230743408,1793.1856,10 µA,,3.22E-05,4.10E-05,-4.386875898,,-4.42137,0.22923
0.230255127,5796,3.28E-05,0.230712891,1793.338188,10 µA,,3.28E-05,4.18E-05,-4.378687185,,-4.41896,0.22938
0.230407715,5797,3.30E-05,0.231384277,1793.490776,10 µA,,3.30E-05,4.21E-05,-4.376152033,,-4.41656,0.22954
0.230560303,5798,3.33E-05,0.231140137,1793.643364,10 µA,,3.33E-05,4.24E-05,-4.372754875,,-4.41417,0.22969
0.230712891,5799,3.35E-05,0.231506348,1793.795952,10 µA,,3.35E-05,4.27E-05,-4.369977031,,-4.4118,0.22984
0.230865479,5800,3.33E-05,0.231658936,1793.94854,10 µA,,3.33E-05,4.24E-05,-4.372834503,,-4.40949,0.23
0.231018066,5801,3.35E-05,0.23147583,1794.101128,10 µA,,3.35E-05,4.27E-05,-4.369897925,,-4.40723,0.23015
0.231170654,5802,3.41E-05,0.231384277,1794.253716,10 µA,,3.41E-05,4.34E-05,-4.362681089,,-4.40506,0.23031
0.231323242,5803,3.35E-05,0.232086182,1794.406304,10 µA,,3.35E-05,4.27E-05,-4.369463097,,-4.4029,0.23046
0.23147583,5804,3.33E-05,0.232025146,1794.558892,10 µA,,3.33E-05,4.24E-05,-4.372555867,,-4.40076,0.23061
0.231628418,5805,3.36E-05,0.23248291,1794.71148,10 µA,,3.36E-05,4.28E-05,-4.368397633,,-4.39864,0.23077
0.231781006,5806,3.38E-05,0.232421875,1794.864068,10 µA,,3.38E-05,4.31E-05,-4.365843299,,-4.39654,0.23092
0.231933594,5807,3.39E-05,0.232666016,1795.016656,10 µA,,3.39E-05,4.32E-05,-4.36486485,,-4.39442,0.23107
0.232086182,5808,3.41E-05,0.23260498,1795.169244,10 µA,,3.41E-05,4.34E-05,-4.362953459,,-4.39233,0.23123
0.23223877,5809,3.47E-05,0.233093262,1795.321832,10 µA,,3.47E-05,4.42E-05,-4.354473887,,-4.39021,0.23138
0.232391357,5810,3.52E-05,0.23324585,1795.47442,10 µA,,3.52E-05,4.48E-05,-4.348597524,,-4.38807,0.23153
0.232543945,5811,3.56E-05,0.233032227,1795.627008,10 µA,,3.56E-05,4.53E-05,-4.344064803,,-4.38589,0.23169
0.232696533,5812,3.58E-05,0.233337402,1795.779596,10 µA,,3.58E-05,4.55E-05,-4.341797523,,-4.38359,0.23184
0.232849121,5813,3.60E-05,0.233306885,1795.932184,10 µA,,3.60E-05,4.58E-05,-4.339283939,,-4.38121,0.23199
0.233001709,5814,3.60E-05,0.233795166,1796.084772,10 µA,,3.60E-05,4.59E-05,-4.338510615,,-4.37886,0.23215
0.233154297,5815,3.61E-05,0.233734131,1796.23736,10 µA,,3.61E-05,4.60E-05,-4.337591785,,-4.3765,0.2323
0.233306885,5816,3.63E-05,0.233673096,1796.389948,10 µA,,3.63E-05,4.62E-05,-4.33491987,,-4.37415,0.23245
0.233459473,5817,3.63E-05,0.234466553,1796.542536,10 µA,,3.63E-05,4.62E-05,-4.335650268,,-4.37182,0.23261
0.233612061,5818,3.58E-05,0.233886719,1796.695124,10 µA,,3.58E-05,4.56E-05,-4.341315859,,-4.36955,0.23276
0.233764648,5819,3.56E-05,0.234313965,1796.847712,10 µA,,3.56E-05,4.53E-05,-4.343543396,,-4.3674,0.23291
0.233917236,5820,3.58E-05,0.234283447,1797.0003,10 µA,,3.58E-05,4.56E-05,-4.340760755,,-4.36527,0.23307
0.234069824,5821,3.61E-05,0.234619141,1797.152888,10 µA,,3.61E-05,4.59E-05,-4.337885599,,-4.36316,0.23322
0.234222412,5822,3.61E-05,0.235046387,1797.305476,10 µA,,3.61E-05,4.60E-05,-4.337041418,,-4.36105,0.23337
0.234375,5823,3.63E-05,0.234863281,1797.458064,10 µA,,3.63E-05,4.62E-05,-4.335029352,,-4.35896,0.23353
0.234527588,5824,3.63E-05,0.23538208,1797.610652,10 µA,,3.63E-05,4.62E-05,-4.335284916,,-4.35687,0.23368
0.234680176,5825,3.62E-05,0.235412598,1797.76324,10 µA,,3.62E-05,4.61E-05,-4.336308678,,-4.35482,0.23383
0.234832764,5826,3.65E-05,0.235778809,1797.915828,10 µA,,3.65E-05,4.64E-05,-4.333171911,,-4.3528,0.23399
0.234985352,5827,3.64E-05,0.235626221,1798.068416,10 µA,,3.64E-05,4.64E-05,-4.333608242,,-4.35079,0.23414
0.235137939,5828,3.64E-05,0.235717773,1798.221004,10 µA,,3.64E-05,4.63E-05,-4.334263561,,-4.34882,0.2343
0.235290527,5829,3.67E-05,0.236022949,1798.373592,10 µA,,3.67E-05,4.67E-05,-4.330852189,,-4.34685,0.23445
0.235443115,5830,3.69E-05,0.235900879,1798.52618,10 µA,,3.69E-05,4.70E-05,-4.327718555,,-4.34488,0.2346
0.235595703,5831,3.70E-05,0.236236572,1798.678768,10 µA,,3.70E-05,4.72E-05,-4.326500036,,-4.34292,0.23476
0.235748291,5832,3.74E-05,0.23638916,1798.831356,10 µA,,3.74E-05,4.77E-05,-4.32173065,,-4.34096,0.23491
0.235900879,5833,3.79E-05,0.236785889,1798.983944,10 µA,,3.79E-05,4.83E-05,-4.316348291,,-4.33897,0.23506
0.236053467,5834,3.78E-05,0.236450195,1799.136532,10 µA,,3.78E-05,4.81E-05,-4.317854253,,-4.33695,0.23522
0.236206055,5835,3.71E-05,0.237030029,1799.28912,10 µA,,3.71E-05,4.73E-05,-4.325177873,,-4.33489,0.23537
0.236358643,5836,3.48E-05,0.236755371,1799.441708,10 µA,,3.48E-05,4.43E-05,-4.35393984,,-4.33289,0.23552
0.23651123,5837,3.27E-05,0.2371521,1799.594296,10 µA,,3.27E-05,4.16E-05,-4.380466586,,-4.3309,0.23568
0.236663818,5838,3.16E-05,0.237426758,1799.746884,10 µA,,3.16E-05,4.03E-05,-4.395138143,,-4.32894,0.23583
0.236816406,5839,3.23E-05,0.237365723,1799.899472,10 µA,,3.23E-05,4.12E-05,-4.385356882,,-4.32701,0.23598
0.236968994,5840,3.20E-05,0.237213135,1800.05206,10 µA,,3.20E-05,4.08E-05,-4.389681534,,-4.32515,0.23614
0.237121582,5841,3.24E-05,0.237213135,1800.204648,10 µA,,3.24E-05,4.13E-05,-4.383884002,,-4.32334,0.23629
0.23727417,5842,3.27E-05,0.237915039,1800.357236,10 µA,,3.27E-05,4.17E-05,-4.38022351,,-4.32158,0.23644
0.237426758,5843,3.27E-05,0.238128662,1800.509824,10 µA,,3.27E-05,4.17E-05,-4.380264013,,-4.31987,0.2366
0.237579346,5844,3.30E-05,0.238250732,1800.662412,10 µA,,3.30E-05,4.21E-05,-4.37603168,,-4.31817,0.23675
0.237731934,5845,3.33E-05,0.238464355,1800.815,10 µA,,3.33E-05,4.24E-05,-4.372476289,,-4.31655,0.2369
0.237884521,5846,3.37E-05,0.238647461,1800.967588,10 µA,,3.37E-05,4.30E-05,-4.366941786,,-4.31499,0.23706
0.238037109,5847,3.41E-05,0.238494873,1801.120176,10 µA,,3.41E-05,4.34E-05,-4.362875622,,-4.31346,0.23721
0.238189697,5848,3.43E-05,0.238983154,1801.272764,10 µA,,3.43E-05,4.36E-05,-4.360121389,,-4.31196,0.23736
0.238342285,5849,3.49E-05,0.239715576,1801.425352,10 µA,,3.49E-05,4.44E-05,-4.352873712,,-4.3105,0.23752
0.238494873,5850,3.54E-05,0.239013672,1801.57794,10 µA,,3.54E-05,4.51E-05,-4.345782417,,-4.30906,0.23767
0.238647461,5851,3.58E-05,0.2394104,1801.730528,10 µA,,3.58E-05,4.56E-05,-4.340686795,,-4.30761,0.23783
0.238800049,5852,3.62E-05,0.239471436,1801.883116,10 µA,,3.62E-05,4.61E-05,-4.336491747,,-4.30615,0.23798
0.238952637,5853,3.65E-05,0.239379883,1802.035704,10 µA,,3.65E-05,4.64E-05,-4.333317306,,-4.30471,0.23813
0.239105225,5854,3.66E-05,0.239685059,1802.188292,10 µA,,3.66E-05,4.66E-05,-4.33121383,,-4.3033,0.23829
0.239257813,5855,3.66E-05,0.240020752,1802.34088,10 µA,,3.66E-05,4.65E-05,-4.332119251,,-4.30193,0.23844
0.2394104,5856,3.64E-05,0.240020752,1802.493468,10 µA,,3.64E-05,4.64E-05,-4.333899373,,-4.30057,0.23859
0.239562988,5857,3.65E-05,0.239776611,1802.646056,10 µA,,3.65E-05,4.65E-05,-4.332409386,,-4.29919,0.23875
0.239715576,5858,3.68E-05,0.240386963,1802.798644,10 µA,,3.68E-05,4.69E-05,-4.32876059,,-4.29784,0.2389
0.239868164,5859,3.72E-05,0.240539551,1802.951232,10 µA,,3.72E-05,4.73E-05,-4.324856873,,-4.29654,0.23905
0.240020752,5860,3.74E-05,0.240692139,1803.10382,10 µA,,3.74E-05,4.76E-05,-4.322403728,,-4.2953,0.23921
0.24017334,5861,3.77E-05,0.24105835,1803.256408,10 µA,,3.77E-05,4.80E-05,-4.318943196,,-4.2941,0.23936
0.240325928,5862,3.80E-05,0.240844727,1803.408996,10 µA,,3.80E-05,4.84E-05,-4.314743023,,-4.29292,0.23951
0.240478516,5863,3.85E-05,0.24130249,1803.561584,10 µA,,3.85E-05,4.90E-05,-4.309962514,,-4.29177,0.23967
0.240631104,5864,3.89E-05,0.241424561,1803.714172,10 µA,,3.89E-05,4.95E-05,-4.305609077,,-4.29061,0.23982
0.240783691,5865,3.92E-05,0.241485596,1803.86676,10 µA,,3.92E-05,4.99E-05,-4.302177781,,-4.28949,0.23997
0.240936279,5866,3.95E-05,0.241851807,1804.019348,10 µA,,3.95E-05,5.03E-05,-4.298538421,,-4.28839,0.24013
0.241088867,5867,3.97E-05,0.241943359,1804.171936,10 µA,,3.97E-05,5.06E-05,-4.296062276,,-4.28734,0.24028
0.241241455,5868,3.99E-05,0.241546631,1804.324524,10 µA,,3.99E-05,5.08E-05,-4.2937329,,-4.28629,0.24043
0.241394043,5869,4.01E-05,0.24230957,1804.477112,10 µA,,4.01E-05,5.11E-05,-4.291614064,,-4.28524,0.24059
0.241546631,5870,4.02E-05,0.242248535,1804.6297,10 µA,,4.02E-05,5.11E-05,-4.291382942,,-4.28419,0.24074
0.241699219,5871,3.93E-05,0.242218018,1804.782288,10 µA,,3.93E-05,5.01E-05,-4.300320593,,-4.28317,0.2409
0.241851807,5872,3.96E-05,0.242675781,1804.934876,10 µA,,3.96E-05,5.04E-05,-4.297566357,,-4.28204,0.24105
0.242004395,5873,4.00E-05,0.242584229,1805.087464,10 µA,,4.00E-05,5.09E-05,-4.293566993,,-4.28086,0.2412
0.242156982,5874,4.03E-05,0.242797852,1805.240052,10 µA,,4.03E-05,5.13E-05,-4.289867193,,-4.27964,0.24136
0.24230957,5875,4.08E-05,0.242980957,1805.39264,10 µA,,4.08E-05,5.19E-05,-4.284798377,,-4.27839,0.24151
0.242462158,5876,4.10E-05,0.243103027,1805.545228,10 µA,,4.10E-05,5.23E-05,-4.281785244,,-4.2771,0.24166
0.242614746,5877,4.14E-05,0.24331665,1805.697816,10 µA,,4.14E-05,5.27E-05,-4.278088004,,-4.27583,0.24182
0.242767334,5878,4.18E-05,0.243835449,1805.850404,10 µA,,4.18E-05,5.32E-05,-4.273819249,,-4.27482,0.24197
0.242919922,5879,4.22E-05,0.243743896,1806.002992,10 µA,,4.22E-05,5.37E-05,-4.270157492,,-4.27386,0.24212
0.24307251,5880,4.25E-05,0.243896484,1806.15558,10 µA,,4.25E-05,5.41E-05,-4.266869383,,-4.27287,0.24228
0.243225098,5881,4.27E-05,0.24395752,1806.308168,10 µA,,4.27E-05,5.44E-05,-4.264225694,,-4.27182,0.24243
0.243377686,5882,4.30E-05,0.244140625,1806.460756,10 µA,,4.30E-05,5.47E-05,-4.2618138,,-4.27071,0.24258
0.243530273,5883,4.34E-05,0.244567871,1806.613344,10 µA,,4.34E-05,5.53E-05,-4.257304398,,-4.26954,0.24274
0.243682861,5884,4.38E-05,0.244354248,1806.765932,10 µA,,4.38E-05,5.58E-05,-4.253687915,,-4.26833,0.24289
0.243835449,5885,4.41E-05,0.244293213,1806.91852,10 µA,,4.41E-05,5.61E-05,-4.250882405,,-4.26715,0.24304
0.243988037,5886,4.45E-05,0.244812012,1807.071108,10 µA,,4.45E-05,5.67E-05,-4.246722722,,-4.26595,0.2432
0.244140625,5887,4.47E-05,0.244415283,1807.223696,10 µA,,4.47E-05,5.69E-05,-4.245117416,,-4.26479,0.24335
0.244293213,5888,4.50E-05,0.244506836,1807.376284,10 µA,,4.50E-05,5.72E-05,-4.242337069,,-4.26367,0.2435
0.244445801,5889,4.52E-05,0.245117188,1807.528872,10 µA,,4.52E-05,5.76E-05,-4.239633007,,-4.26258,0.24366
0.244598389,5890,4.46E-05,0.245391846,1807.68146,10 µA,,4.46E-05,5.68E-05,-4.24529549,,-4.26152,0.24381
0.244750977,5891,4.37E-05,0.245239258,1807.834048,10 µA,,4.37E-05,5.56E-05,-4.254809145,,-4.26047,0.24397
0.244903564,5892,4.25E-05,0.245544434,1807.986636,10 µA,,4.25E-05,5.41E-05,-4.2665887,,-4.25943,0.24412
0.245056152,5893,4.11E-05,0.245788574,1808.139224,10 µA,,4.11E-05,5.24E-05,-4.280753282,,-4.2584,0.24427
0.24520874,5894,4.02E-05,0.246032715,1808.291812,10 µA,,4.02E-05,5.12E-05,-4.291151943,,-4.25737,0.24443
0.245361328,5895,4.09E-05,0.246063232,1808.4444,10 µA,,4.09E-05,5.21E-05,-4.283532259,,-4.25632,0.24458
0.245513916,5896,4.15E-05,0.246520996,1808.596988,10 µA,,4.15E-05,5.29E-05,-4.276713602,,-4.25527,0.24473
0.245666504,5897,4.21E-05,0.246337891,1808.749576,10 µA,,4.21E-05,5.37E-05,-4.270377587,,-4.25425,0.24489
0.245819092,5898,4.28E-05,0.246429443,1808.902164,10 µA,,4.28E-05,5.44E-05,-4.264132681,,-4.25323,0.24504
0.24597168,5899,4.36E-05,0.246887207,1809.054752,10 µA,,4.36E-05,5.55E-05,-4.255902857,,-4.25221,0.24519
0.246124268,5900,4.44E-05,0.246826172,1809.20734,10 µA,,4.44E-05,5.65E-05,-4.247736524,,-4.25118,0.24535
0.246276855,5901,4.48E-05,0.247283936,1809.359928,10 µA,,4.48E-05,5.70E-05,-4.244080099,,-4.2501,0.2455
0.246429443,5902,4.49E-05,0.247344971,1809.512516,10 µA,,4.49E-05,5.72E-05,-4.242543504,,-4.249,0.24565
0.246582031,5903,4.52E-05,0.247192383,1809.665104,10 µA,,4.52E-05,5.75E-05,-4.240336793,,-4.24791,0.24581
0.246734619,5904,4.54E-05,0.24710083,1809.817692,10 µA,,4.54E-05,5.78E-05,-4.238287264,,-4.24681,0.24596
0.246887207,5905,4.57E-05,0.247344971,1809.97028,10 µA,,4.57E-05,5.81E-05,-4.23552114,,-4.24573,0.24611
0.247039795,5906,4.61E-05,0.247741699,1810.122868,10 µA,,4.61E-05,5.86E-05,-4.231821797,,-4.24462,0.24627
0.247192383,5907,4.62E-05,0.248138428,1810.275456,10 µA,,4.62E-05,5.88E-05,-4.230729593,,-4.24349,0.24642
0.247344971,5908,4.62E-05,0.248199463,1810.428044,10 µA,,4.62E-05,5.88E-05,-4.230873148,,-4.24238,0.24657
0.247497559,5909,4.66E-05,0.248657227,1810.580632,10 µA,,4.66E-05,5.93E-05,-4.226757665,,-4.24126,0.24673
0.247650146,5910,4.72E-05,0.248352051,1810.73322,10 µA,,4.72E-05,6.00E-05,-4.221555117,,-4.24012,0.24688
0.247802734,5911,4.78E-05,0.248596191,1810.885808,10 µA,,4.78E-05,6.09E-05,-4.215692597,,-4.23897,0.24704
0.247955322,5912,4.86E-05,0.248687744,1811.038396,10 µA,,4.86E-05,6.18E-05,-4.208733173,,-4.23784,0.24719
0.24810791,5913,4.94E-05,0.249145508,1811.190984,10 µA,,4.94E-05,6.30E-05,-4.200944384,,-4.23671,0.24734
0.248260498,5914,5.04E-05,0.249176025,1811.343572,10 µA,,5.04E-05,6.42E-05,-4.19242463,,-4.23555,0.2475
0.248413086,5915,5.05E-05,0.249023438,1811.49616,10 µA,,5.05E-05,6.43E-05,-4.192056829,,-4.23437,0.24765
0.248565674,5916,5.09E-05,0.249542236,1811.648748,10 µA,,5.09E-05,6.48E-05,-4.188682381,,-4.23315,0.2478
0.248718262,5917,5.08E-05,0.249450684,1811.801336,10 µA,,5.08E-05,6.46E-05,-4.189543119,,-4.23188,0.24796
0.24887085,5918,5.08E-05,0.249725342,1811.953924,10 µA,,5.08E-05,6.47E-05,-4.189021256,,-4.23059,0.24811
0.249023438,5919,5.07E-05,0.250030518,1812.106512,10 µA,,5.07E-05,6.46E-05,-4.19006561,,-4.22929,0.24826
0.249176025,5920,5.12E-05,0.249786377,1812.2591,10 µA,,5.12E-05,6.52E-05,-4.185592598,,-4.22798,0.24842
0.249328613,5921,5.18E-05,0.249969482,1812.411688,10 µA,,5.18E-05,6.59E-05,-4.181088362,,-4.22669,0.24857
0.249481201,5922,5.22E-05,0.25,1812.564276,10 µA,,5.22E-05,6.64E-05,-4.177569104,,-4.22538,0.24872
0.249633789,5923,5.21E-05,0.250335693,1812.716864,10 µA,,5.21E-05,6.63E-05,-4.178357182,,-4.22403,0.24888
0.249786377,5924,5.22E-05,0.250640869,1812.869452,10 µA,,5.22E-05,6.65E-05,-4.177188289,,-4.22273,0.24903
0.249938965,5925,5.28E-05,0.251037598,1813.02204,10 µA,,5.28E-05,6.72E-05,-4.172820184,,-4.22145,0.24918
0.250091553,5926,5.26E-05,0.250854492,1813.174628,10 µA,,5.26E-05,6.70E-05,-4.174153728,,-4.22015,0.24934
0.250244141,5927,5.24E-05,0.25112915,1813.327216,10 µA,,5.24E-05,6.68E-05,-4.175466102,,-4.21885,0.24949
0.250396729,5928,5.22E-05,0.251068115,1813.479804,10 µA,,5.22E-05,6.64E-05,-4.177569104,,-4.21753,0.24964
0.250549316,5929,5.17E-05,0.251281738,1813.632392,10 µA,,5.17E-05,6.59E-05,-4.181242022,,-4.2162,0.2498
0.250701904,5930,5.16E-05,0.251312256,1813.78498,10 µA,,5.16E-05,6.57E-05,-4.18224214,,-4.21479,0.24995
0.250854492,5931,5.08E-05,0.251403809,1813.937568,10 µA,,5.08E-05,6.47E-05,-4.189256017,,-4.21335,0.25011
0.25100708,5932,4.86E-05,0.25189209,1814.090156,10 µA,,4.86E-05,6.19E-05,-4.208405836,,-4.21188,0.25026
0.251159668,5933,4.69E-05,0.25213623,1814.242744,10 µA,,4.69E-05,5.97E-05,-4.224120327,,-4.2104,0.25041
0.251312256,5934,4.71E-05,0.251983643,1814.395332,10 µA,,4.71E-05,5.99E-05,-4.222511775,,-4.2089,0.25057
